c32a7224-379d-4b43-964c-9adaca5f5973, Kevin sam w domu, Chris Columbus, 103, PG
4e1ad4e0-ea19-46fc-bc46-9342547269e8, Avatar, James Cameron, 162, PG13
47b26b15-1489-4629-8391-d29eea5b60cd, Deadpool, Tim Miller, 109, R
5f9293a1-8cc7-459a-9763-0b9e8d90df33, The Evil Dead, Sam Raimi, 117, NC17
